d,ticker,value,nt,nm_numtype,desc_numtype
2008-05-27,DJX,0.140407178,9,vol_021,Volatility 1-month
2008-05-27,DJX,0.197144112,11,vol_063,Volatility 3-month
2008-05-28,DJX,0.00365922,1,r,Return
2008-05-28,DJX,125.94,2,p,Price
2008-05-28,DJX,0.141440329,9,vol_021,Volatility 1-month
2008-05-28,DJX,0.197285964,11,vol_063,Volatility 3-month
2008-05-29,DJX,0.00412045,1,r,Return
2008-05-29,DJX,126.46,2,p,Price
2008-05-29,DJX,0.142321305,9,vol_021,Volatility 1-month
2008-05-29,DJX,0.196656837,11,vol_063,Volatility 3-month
2008-05-30,DJX,-0.00063281,1,r,Return
2008-05-30,DJX,126.38,2,p,Price
2008-05-30,DJX,0.142318728,9,vol_021,Volatility 1-month
2008-05-30,DJX,0.18971006,11,vol_063,Volatility 3-month
2008-06-02,DJX,-0.01065956,1,r,Return
2008-06-02,DJX,125.04,2,p,Price
2008-06-02,DJX,0.134676066,9,vol_021,Volatility 1-month
2008-06-02,DJX,0.191004566,11,vol_063,Volatility 3-month
2008-06-03,DJX,-0.00811021,1,r,Return
2008-06-03,DJX,124.03,2,p,Price
2008-06-03,DJX,0.134724546,9,vol_021,Volatility 1-month
2008-06-03,DJX,0.191585936,11,vol_063,Volatility 3-month
2008-06-04,DJX,-0.00104868,1,r,Return
2008-06-04,DJX,123.9,2,p,Price
2008-06-04,DJX,0.133871858,9,vol_021,Volatility 1-month
2008-06-04,DJX,0.191497946,11,vol_063,Volatility 3-month
2008-06-05,DJX,0.01712453,1,r,Return
2008-06-05,DJX,126.04,2,p,Price
2008-06-05,DJX,0.148467812,9,vol_021,Volatility 1-month
2008-06-05,DJX,0.190951828,11,vol_063,Volatility 3-month
2008-06-06,DJX,-0.03175894,1,r,Return
2008-06-06,DJX,122.1,2,p,Price
2008-06-06,DJX,0.175364239,9,vol_021,Volatility 1-month
2008-06-06,DJX,0.200120087,11,vol_063,Volatility 3-month
2008-06-09,DJX,0.00571664,1,r,Return
2008-06-09,DJX,122.8,2,p,Price
2008-06-09,DJX,0.176182505,9,vol_021,Volatility 1-month
2008-06-09,DJX,0.198505535,11,vol_063,Volatility 3-month
2008-06-10,DJX,0.000814,1,r,Return
2008-06-10,DJX,122.9,2,p,Price
2008-06-10,DJX,0.174458114,9,vol_021,Volatility 1-month
2008-06-10,DJX,0.185952711,11,vol_063,Volatility 3-month
2008-06-11,DJX,-0.01690366,1,r,Return
2008-06-11,DJX,120.84,2,p,Price
2008-06-11,DJX,0.176399309,9,vol_021,Volatility 1-month
2008-06-11,DJX,0.188907739,11,vol_063,Volatility 3-month
2008-06-12,DJX,0.00478825,1,r,Return
2008-06-12,DJX,121.42,2,p,Price
2008-06-12,DJX,0.178446181,9,vol_021,Volatility 1-month
2008-06-12,DJX,0.18906031,11,vol_063,Volatility 3-month
2008-06-13,DJX,0.01349769,1,r,Return
2008-06-13,DJX,123.07,2,p,Price
2008-06-13,DJX,0.185256457,9,vol_021,Volatility 1-month
2008-06-13,DJX,0.188053224,11,vol_063,Volatility 3-month
2008-06-16,DJX,-0.00309245,1,r,Return
2008-06-16,DJX,122.69,2,p,Price
2008-06-16,DJX,0.181960193,9,vol_021,Volatility 1-month
2008-06-16,DJX,0.188168018,11,vol_063,Volatility 3-month
2008-06-17,DJX,-0.00892388,1,r,Return
2008-06-17,DJX,121.6,2,p,Price
2008-06-17,DJX,0.182989256,9,vol_021,Volatility 1-month
2008-06-17,DJX,0.17575953,11,vol_063,Volatility 3-month
2008-06-18,DJX,-0.01083148,1,r,Return
2008-06-18,DJX,120.29,2,p,Price
2008-06-18,DJX,0.183348621,9,vol_021,Volatility 1-month
2008-06-18,DJX,0.170477152,11,vol_063,Volatility 3-month
2008-06-19,DJX,0.00282252,1,r,Return
2008-06-19,DJX,120.63,2,p,Price
2008-06-19,DJX,0.179656658,9,vol_021,Volatility 1-month
2008-06-19,DJX,0.164947065,11,vol_063,Volatility 3-month
2008-06-20,DJX,-0.01840594,1,r,Return
2008-06-20,DJX,118.43,2,p,Price
2008-06-20,DJX,0.180161985,9,vol_021,Volatility 1-month
2008-06-20,DJX,0.165772498,11,vol_063,Volatility 3-month
2008-06-23,DJX,-0.00008444,1,r,Return
2008-06-23,DJX,118.42,2,p,Price
2008-06-23,DJX,0.179589897,9,vol_021,Volatility 1-month
2008-06-23,DJX,0.165779202,11,vol_063,Volatility 3-month
2008-06-24,DJX,-0.00295996,1,r,Return
2008-06-24,DJX,118.07,2,p,Price
2008-06-24,DJX,0.17686254,9,vol_021,Volatility 1-month
2008-06-24,DJX,0.165054904,11,vol_063,Volatility 3-month
2008-06-25,DJX,0.00042339,1,r,Return
2008-06-25,DJX,118.12,2,p,Price
2008-06-25,DJX,0.174820468,9,vol_021,Volatility 1-month
2008-06-25,DJX,0.164057156,11,vol_063,Volatility 3-month
2008-06-26,DJX,-0.03086426,1,r,Return
2008-06-26,DJX,114.53,2,p,Price
2008-06-26,DJX,0.197931841,9,vol_021,Volatility 1-month
2008-06-26,DJX,0.1744271,11,vol_063,Volatility 3-month
2008-06-27,DJX,-0.00929831,1,r,Return
2008-06-27,DJX,113.47,2,p,Price
2008-06-27,DJX,0.195997942,9,vol_021,Volatility 1-month
2008-06-27,DJX,0.174916603,11,vol_063,Volatility 3-month
2008-06-30,DJX,0.00026435,1,r,Return
2008-06-30,DJX,113.5,2,p,Price
2008-06-30,DJX,0.196283556,9,vol_021,Volatility 1-month
2008-06-30,DJX,0.161919048,11,vol_063,Volatility 3-month
2008-07-01,DJX,0.00281542,1,r,Return
2008-07-01,DJX,113.82,2,p,Price
2008-07-01,DJX,0.197039568,9,vol_021,Volatility 1-month
2008-07-01,DJX,0.162115102,11,vol_063,Volatility 3-month
2008-07-02,DJX,-0.01469183,1,r,Return
2008-07-02,DJX,112.16,2,p,Price
2008-07-02,DJX,0.199867479,9,vol_021,Volatility 1-month
2008-07-02,DJX,0.16406341,11,vol_063,Volatility 3-month
2008-07-03,DJX,0.00648747,1,r,Return
2008-07-03,DJX,112.89,2,p,Price
2008-07-03,DJX,0.203320223,9,vol_021,Volatility 1-month
2008-07-03,DJX,0.164912828,11,vol_063,Volatility 3-month
2008-07-07,DJX,-0.00506195,1,r,Return
2008-07-07,DJX,112.32,2,p,Price
2008-07-07,DJX,0.187600765,9,vol_021,Volatility 1-month
2008-07-07,DJX,0.164993101,11,vol_063,Volatility 3-month
2008-07-08,DJX,0.01344201,1,r,Return
2008-07-08,DJX,113.84,2,p,Price
2008-07-08,DJX,0.172589811,9,vol_021,Volatility 1-month
2008-07-08,DJX,0.16778114,11,vol_063,Volatility 3-month
2008-07-09,DJX,-0.02103846,1,r,Return
2008-07-09,DJX,111.47,2,p,Price
2008-07-09,DJX,0.179649734,9,vol_021,Volatility 1-month
2008-07-09,DJX,0.172187345,11,vol_063,Volatility 3-month
2008-07-10,DJX,0.00732931,1,r,Return
2008-07-10,DJX,112.29,2,p,Price
2008-07-10,DJX,0.183504484,9,vol_021,Volatility 1-month
2008-07-10,DJX,0.172721328,11,vol_063,Volatility 3-month
2008-07-11,DJX,-0.01146452,1,r,Return
2008-07-11,DJX,111.01,2,p,Price
2008-07-11,DJX,0.179725566,9,vol_021,Volatility 1-month
2008-07-11,DJX,0.169602482,11,vol_063,Volatility 3-month
2008-07-14,DJX,-0.00415238,1,r,Return
2008-07-14,DJX,110.55,2,p,Price
2008-07-14,DJX,0.176837164,9,vol_021,Volatility 1-month
2008-07-14,DJX,0.169675378,11,vol_063,Volatility 3-month
2008-07-15,DJX,-0.00835685,1,r,Return
2008-07-15,DJX,109.63,2,p,Price
2008-07-15,DJX,0.164649831,9,vol_021,Volatility 1-month
2008-07-15,DJX,0.169657734,11,vol_063,Volatility 3-month
2008-07-16,DJX,0.02486391,1,r,Return
2008-07-16,DJX,112.39,2,p,Price
2008-07-16,DJX,0.195420457,9,vol_021,Volatility 1-month
2008-07-16,DJX,0.17216528,11,vol_063,Volatility 3-month
2008-07-17,DJX,0.01833781,1,r,Return
2008-07-17,DJX,114.47,2,p,Price
2008-07-17,DJX,0.209393059,9,vol_021,Volatility 1-month
2008-07-17,DJX,0.176802141,11,vol_063,Volatility 3-month
2008-07-18,DJX,0.00435845,1,r,Return
2008-07-18,DJX,114.97,2,p,Price
2008-07-18,DJX,0.208733146,9,vol_021,Volatility 1-month
2008-07-18,DJX,0.172737635,11,vol_063,Volatility 3-month
2008-07-21,DJX,-0.00261279,1,r,Return
2008-07-21,DJX,114.67,2,p,Price
2008-07-21,DJX,0.207948077,9,vol_021,Volatility 1-month
2008-07-21,DJX,0.172745863,11,vol_063,Volatility 3-month
2008-07-22,DJX,0.01179034,1,r,Return
2008-07-22,DJX,116.03,2,p,Price
2008-07-22,DJX,0.204973888,9,vol_021,Volatility 1-month
2008-07-22,DJX,0.174340533,11,vol_063,Volatility 3-month
2008-07-23,DJX,0.00249624,1,r,Return
2008-07-23,DJX,116.32,2,p,Price
2008-07-23,DJX,0.205309825,9,vol_021,Volatility 1-month
2008-07-23,DJX,0.174250358,11,vol_063,Volatility 3-month
2008-07-24,DJX,-0.02463029,1,r,Return
2008-07-24,DJX,113.49,2,p,Price
2008-07-24,DJX,0.22122045,9,vol_021,Volatility 1-month
2008-07-24,DJX,0.179462887,11,vol_063,Volatility 3-month
2008-07-25,DJX,0.00193662,1,r,Return
2008-07-25,DJX,113.71,2,p,Price
2008-07-25,DJX,0.221481269,9,vol_021,Volatility 1-month
2008-07-25,DJX,0.17931587,11,vol_063,Volatility 3-month
2008-07-28,DJX,-0.02133225,1,r,Return
2008-07-28,DJX,111.31,2,p,Price
2008-07-28,DJX,0.207763546,9,vol_021,Volatility 1-month
2008-07-28,DJX,0.183434877,11,vol_063,Volatility 3-month
2008-07-29,DJX,0.02370389,1,r,Return
2008-07-29,DJX,113.98,2,p,Price
2008-07-29,DJX,0.222782,9,vol_021,Volatility 1-month
2008-07-29,DJX,0.190654576,11,vol_063,Volatility 3-month
2008-07-30,DJX,0.01618693,1,r,Return
2008-07-30,DJX,115.84,2,p,Price
2008-07-30,DJX,0.229552927,9,vol_021,Volatility 1-month
2008-07-30,DJX,0.194045057,11,vol_063,Volatility 3-month
2008-07-31,DJX,-0.01794317,1,r,Return
2008-07-31,DJX,113.78,2,p,Price
2008-07-31,DJX,0.238539576,9,vol_021,Volatility 1-month
2008-07-31,DJX,0.19387211,11,vol_063,Volatility 3-month
2008-08-01,DJX,-0.0045807,1,r,Return
2008-08-01,DJX,113.26,2,p,Price
2008-08-01,DJX,0.233213911,9,vol_021,Volatility 1-month
2008-08-01,DJX,0.193569717,11,vol_063,Volatility 3-month
2008-08-04,DJX,-0.00371518,1,r,Return
2008-08-04,DJX,112.84,2,p,Price
2008-08-04,DJX,0.232571222,9,vol_021,Volatility 1-month
2008-08-04,DJX,0.193377438,11,vol_063,Volatility 3-month
2008-08-05,DJX,0.02899767,1,r,Return
2008-08-05,DJX,116.16,2,p,Price
2008-08-05,DJX,0.252355878,9,vol_021,Volatility 1-month
2008-08-05,DJX,0.202879038,11,vol_063,Volatility 3-month
2008-08-06,DJX,0.00343761,1,r,Return
2008-08-06,DJX,116.56,2,p,Price
2008-08-06,DJX,0.248795589,9,vol_021,Volatility 1-month
2008-08-06,DJX,0.201063307,11,vol_063,Volatility 3-month
2008-08-07,DJX,-0.01949211,1,r,Return
2008-08-07,DJX,114.31,2,p,Price
2008-08-07,DJX,0.247111912,9,vol_021,Volatility 1-month
2008-08-07,DJX,0.203903962,11,vol_063,Volatility 3-month
2008-08-08,DJX,0.02616165,1,r,Return
2008-08-08,DJX,117.34,2,p,Price
2008-08-08,DJX,0.261208606,9,vol_021,Volatility 1-month
2008-08-08,DJX,0.210850161,11,vol_063,Volatility 3-month
2008-08-11,DJX,0.00408233,1,r,Return
2008-08-11,DJX,117.82,2,p,Price
2008-08-11,DJX,0.256550404,9,vol_021,Volatility 1-month
2008-08-11,DJX,0.209856785,11,vol_063,Volatility 3-month
2008-08-12,DJX,-0.01195369,1,r,Return
2008-08-12,DJX,116.42,2,p,Price
2008-08-12,DJX,0.260618746,9,vol_021,Volatility 1-month
2008-08-12,DJX,0.210880524,11,vol_063,Volatility 3-month
2008-08-13,DJX,-0.00940676,1,r,Return
2008-08-13,DJX,115.33,2,p,Price
2008-08-13,DJX,0.261192734,9,vol_021,Volatility 1-month
2008-08-13,DJX,0.211014438,11,vol_063,Volatility 3-month
2008-08-14,DJX,0.00717097,1,r,Return
2008-08-14,DJX,116.16,2,p,Price
2008-08-14,DJX,0.248934535,9,vol_021,Volatility 1-month
2008-08-14,DJX,0.210985293,11,vol_063,Volatility 3-month
2008-08-15,DJX,0.00378072,1,r,Return
2008-08-15,DJX,116.6,2,p,Price
2008-08-15,DJX,0.241579469,9,vol_021,Volatility 1-month
2008-08-15,DJX,0.21126332,11,vol_063,Volatility 3-month
2008-08-18,DJX,-0.0156449,1,r,Return
2008-08-18,DJX,114.79,2,p,Price
2008-08-18,DJX,0.247805914,9,vol_021,Volatility 1-month
2008-08-18,DJX,0.212843684,11,vol_063,Volatility 3-month
2008-08-19,DJX,-0.01138965,1,r,Return
2008-08-19,DJX,113.49,2,p,Price
2008-08-19,DJX,0.250785877,9,vol_021,Volatility 1-month
2008-08-19,DJX,0.2119694,11,vol_063,Volatility 3-month
2008-08-20,DJX,0.00597384,1,r,Return
2008-08-20,DJX,114.17,2,p,Price
2008-08-20,DJX,0.247990243,9,vol_021,Volatility 1-month
2008-08-20,DJX,0.210024605,11,vol_063,Volatility 3-month
2008-08-21,DJX,0.00113801,1,r,Return
2008-08-21,DJX,114.3,2,p,Price
2008-08-21,DJX,0.247809441,9,vol_021,Volatility 1-month
2008-08-21,DJX,0.209973427,11,vol_063,Volatility 3-month
2008-08-22,DJX,0.01717451,1,r,Return
2008-08-22,DJX,116.28,2,p,Price
2008-08-22,DJX,0.239400293,9,vol_021,Volatility 1-month
2008-08-22,DJX,0.212259858,11,vol_063,Volatility 3-month
2008-08-25,DJX,-0.02103145,1,r,Return
2008-08-25,DJX,113.86,2,p,Price
2008-08-25,DJX,0.251378903,9,vol_021,Volatility 1-month
2008-08-25,DJX,0.215511941,11,vol_063,Volatility 3-month
2008-08-26,DJX,0.00236853,1,r,Return
2008-08-26,DJX,114.13,2,p,Price
2008-08-26,DJX,0.239068382,9,vol_021,Volatility 1-month
2008-08-26,DJX,0.215400751,11,vol_063,Volatility 3-month
2008-08-27,DJX,0.00785481,1,r,Return
2008-08-27,DJX,115.03,2,p,Price
2008-08-27,DJX,0.22622243,9,vol_021,Volatility 1-month
2008-08-27,DJX,0.215930071,11,vol_063,Volatility 3-month
2008-08-28,DJX,0.0182622,1,r,Return
2008-08-28,DJX,117.15,2,p,Price
2008-08-28,DJX,0.22814898,9,vol_021,Volatility 1-month
2008-08-28,DJX,0.219516852,11,vol_063,Volatility 3-month
2008-08-29,DJX,-0.01470425,1,r,Return
2008-08-29,DJX,115.44,2,p,Price
2008-08-29,DJX,0.225099094,9,vol_021,Volatility 1-month
2008-08-29,DJX,0.220372382,11,vol_063,Volatility 3-month
2008-09-02,DJX,-0.00234162,1,r,Return
2008-09-02,DJX,115.17,2,p,Price
2008-09-02,DJX,0.22457155,9,vol_021,Volatility 1-month
2008-09-02,DJX,0.219945994,11,vol_063,Volatility 3-month
2008-09-03,DJX,0.00138829,1,r,Return
2008-09-03,DJX,115.33,2,p,Price
2008-09-03,DJX,0.223974798,9,vol_021,Volatility 1-month
2008-09-03,DJX,0.220005741,11,vol_063,Volatility 3-month
2008-09-04,DJX,-0.03037072,1,r,Return
2008-09-04,DJX,111.88,2,p,Price
2008-09-04,DJX,0.225015612,9,vol_021,Volatility 1-month
2008-09-04,DJX,0.224443392,11,vol_063,Volatility 3-month
2008-09-05,DJX,0.00294525,1,r,Return
2008-09-05,DJX,112.21,2,p,Price
2008-09-05,DJX,0.224877971,9,vol_021,Volatility 1-month
2008-09-05,DJX,0.216255514,11,vol_063,Volatility 3-month
2008-09-08,DJX,0.02551608,1,r,Return
2008-09-08,DJX,115.11,2,p,Price
2008-09-08,DJX,0.234147569,9,vol_021,Volatility 1-month
2008-09-08,DJX,0.222419447,11,vol_063,Volatility 3-month
2008-09-09,DJX,-0.02462529,1,r,Return
2008-09-09,DJX,112.31,2,p,Price
2008-09-09,DJX,0.229607035,9,vol_021,Volatility 1-month
2008-09-09,DJX,0.227328909,11,vol_063,Volatility 3-month
2008-09-10,DJX,0.00337778,1,r,Return
2008-09-10,DJX,112.69,2,p,Price
2008-09-10,DJX,0.229381396,9,vol_021,Volatility 1-month
2008-09-10,DJX,0.225328002,11,vol_063,Volatility 3-month
2008-09-11,DJX,0.01453578,1,r,Return
2008-09-11,DJX,114.34,2,p,Price
2008-09-11,DJX,0.233391764,9,vol_021,Volatility 1-month
2008-09-11,DJX,0.227200355,11,vol_063,Volatility 3-month
2008-09-12,DJX,-0.00105005,1,r,Return
2008-09-12,DJX,114.22,2,p,Price
2008-09-12,DJX,0.231321323,9,vol_021,Volatility 1-month
2008-09-12,DJX,0.225294359,11,vol_063,Volatility 3-month
2008-09-15,DJX,-0.04512852,1,r,Return
2008-09-15,DJX,109.18,2,p,Price
2008-09-15,DJX,0.276178346,9,vol_021,Volatility 1-month
2008-09-15,DJX,0.241821474,11,vol_063,Volatility 3-month
2008-09-16,DJX,0.01283177,1,r,Return
2008-09-16,DJX,110.59,2,p,Price
2008-09-16,DJX,0.280700814,9,vol_021,Volatility 1-month
2008-09-16,DJX,0.24314634,11,vol_063,Volatility 3-month
2008-09-17,DJX,-0.04144762,1,r,Return
2008-09-17,DJX,106.1,2,p,Price
2008-09-17,DJX,0.308733718,9,vol_021,Volatility 1-month
2008-09-17,DJX,0.255323992,11,vol_063,Volatility 3-month
2008-09-18,DJX,0.03791485,1,r,Return
2008-09-18,DJX,110.2,2,p,Price
2008-09-18,DJX,0.339107672,9,vol_021,Volatility 1-month
2008-09-18,DJX,0.267375717,11,vol_063,Volatility 3-month
2008-09-19,DJX,0.03284837,1,r,Return
2008-09-19,DJX,113.88,2,p,Price
2008-09-19,DJX,0.358685542,9,vol_021,Volatility 1-month
2008-09-19,DJX,0.27372807,11,vol_063,Volatility 3-month
2008-09-22,DJX,-0.03321141,1,r,Return
2008-09-22,DJX,110.16,2,p,Price
2008-09-22,DJX,0.376462495,9,vol_021,Volatility 1-month
2008-09-22,DJX,0.281375053,11,vol_063,Volatility 3-month
2008-09-23,DJX,-0.01481509,1,r,Return
2008-09-23,DJX,108.54,2,p,Price
2008-09-23,DJX,0.37248192,9,vol_021,Volatility 1-month
2008-09-23,DJX,0.282681354,11,vol_063,Volatility 3-month
2008-09-24,DJX,-0.0026754,1,r,Return
2008-09-24,DJX,108.25,2,p,Price
2008-09-24,DJX,0.366844428,9,vol_021,Volatility 1-month
2008-09-24,DJX,0.282670908,11,vol_063,Volatility 3-month
2008-09-25,DJX,0.018035,1,r,Return
2008-09-25,DJX,110.22,2,p,Price
2008-09-25,DJX,0.37336987,9,vol_021,Volatility 1-month
2008-09-25,DJX,0.278835608,11,vol_063,Volatility 3-month
2008-09-26,DJX,0.01091822,1,r,Return
2008-09-26,DJX,111.43,2,p,Price
2008-09-26,DJX,0.374502598,9,vol_021,Volatility 1-month
2008-09-26,DJX,0.279206192,11,vol_063,Volatility 3-month
2008-09-29,DJX,-0.07237675,1,r,Return
2008-09-29,DJX,103.65,2,p,Price
2008-09-29,DJX,0.440075129,9,vol_021,Volatility 1-month
2008-09-29,DJX,0.314224237,11,vol_063,Volatility 3-month
2008-09-30,DJX,0.0458225,1,r,Return
2008-09-30,DJX,108.51,2,p,Price
2008-09-30,DJX,0.473384297,9,vol_021,Volatility 1-month
2008-09-30,DJX,0.32806002,11,vol_063,Volatility 3-month
2008-10-01,DJX,-0.00184485,1,r,Return
2008-10-01,DJX,108.31,2,p,Price
2008-10-01,DJX,0.473395443,9,vol_021,Volatility 1-month
2008-10-01,DJX,0.326846193,11,vol_063,Volatility 3-month
2008-10-02,DJX,-0.0326575,1,r,Return
2008-10-02,DJX,104.83,2,p,Price
2008-10-02,DJX,0.484058436,9,vol_021,Volatility 1-month
2008-10-02,DJX,0.332741553,11,vol_063,Volatility 3-month
2008-10-03,DJX,-0.01518676,1,r,Return
2008-10-03,DJX,103.25,2,p,Price
2008-10-03,DJX,0.47665248,9,vol_021,Volatility 1-month
2008-10-03,DJX,0.333836546,11,vol_063,Volatility 3-month
2008-10-06,DJX,-0.03639275,1,r,Return
2008-10-06,DJX,99.56,2,p,Price
2008-10-06,DJX,0.488935867,9,vol_021,Volatility 1-month
2008-10-06,DJX,0.339696864,11,vol_063,Volatility 3-month
2008-10-07,DJX,-0.05247815,1,r,Return
2008-10-07,DJX,94.47,2,p,Price
2008-10-07,DJX,0.500709459,9,vol_021,Volatility 1-month
2008-10-07,DJX,0.352393142,11,vol_063,Volatility 3-month
2008-10-08,DJX,-0.02020919,1,r,Return
2008-10-08,DJX,92.58,2,p,Price
2008-10-08,DJX,0.499250157,9,vol_021,Volatility 1-month
2008-10-08,DJX,0.353533122,11,vol_063,Volatility 3-month
2008-10-09,DJX,-0.07617069,1,r,Return
2008-10-09,DJX,85.79,2,p,Price
2008-10-09,DJX,0.547698382,9,vol_021,Volatility 1-month
2008-10-09,DJX,0.382298382,11,vol_063,Volatility 3-month
2008-10-10,DJX,-0.01503258,1,r,Return
2008-10-10,DJX,84.51,2,p,Price
2008-10-10,DJX,0.538476301,9,vol_021,Volatility 1-month
2008-10-10,DJX,0.382924298,11,vol_063,Volatility 3-month
2008-10-13,DJX,0.1051475,1,r,Return
2008-10-13,DJX,93.88,2,p,Price
2008-10-13,DJX,0.678974746,9,vol_021,Volatility 1-month
2008-10-13,DJX,0.440893499,11,vol_063,Volatility 3-month
2008-10-14,DJX,-0.00823578,1,r,Return
2008-10-14,DJX,93.11,2,p,Price
2008-10-14,DJX,0.666382581,9,vol_021,Volatility 1-month
2008-10-14,DJX,0.437512226,11,vol_063,Volatility 3-month
2008-10-15,DJX,-0.08199571,1,r,Return
2008-10-15,DJX,85.78,2,p,Price
2008-10-15,DJX,0.709359984,9,vol_021,Volatility 1-month
2008-10-15,DJX,0.462916003,11,vol_063,Volatility 3-month
2008-10-16,DJX,0.04568773,1,r,Return
2008-10-16,DJX,89.79,2,p,Price
2008-10-16,DJX,0.727911203,9,vol_021,Volatility 1-month
2008-10-16,DJX,0.473420129,11,vol_063,Volatility 3-month
2008-10-17,DJX,-0.0142451,1,r,Return
