d,ticker,value,nt,nm_numtype,desc_numtype
2008-10-17,DJX,88.52,2,p,Price
2008-10-17,DJX,0.708674168,9,vol_021,Volatility 1-month
2008-10-17,DJX,0.473860628,11,vol_063,Volatility 3-month
2008-10-20,DJX,0.04560044,1,r,Return
2008-10-20,DJX,92.65,2,p,Price
2008-10-20,DJX,0.719776802,9,vol_021,Volatility 1-month
2008-10-20,DJX,0.483203946,11,vol_063,Volatility 3-month
2008-10-21,DJX,-0.02524862,1,r,Return
2008-10-21,DJX,90.34,2,p,Price
2008-10-21,DJX,0.71704021,9,vol_021,Volatility 1-month
2008-10-21,DJX,0.484970717,11,vol_063,Volatility 3-month
2008-10-22,DJX,-0.05869627,1,r,Return
2008-10-22,DJX,85.19,2,p,Price
2008-10-22,DJX,0.737015051,9,vol_021,Volatility 1-month
2008-10-22,DJX,0.495528213,11,vol_063,Volatility 3-month
2008-10-23,DJX,0.01998904,1,r,Return
2008-10-23,DJX,86.91,2,p,Price
2008-10-23,DJX,0.744590765,9,vol_021,Volatility 1-month
2008-10-23,DJX,0.49779925,11,vol_063,Volatility 3-month
2008-10-24,DJX,-0.03655943,1,r,Return
2008-10-24,DJX,83.79,2,p,Price
2008-10-24,DJX,0.742283683,9,vol_021,Volatility 1-month
2008-10-24,DJX,0.500843309,11,vol_063,Volatility 3-month
2008-10-27,DJX,-0.02452554,1,r,Return
2008-10-27,DJX,81.76,2,p,Price
2008-10-27,DJX,0.738002241,9,vol_021,Volatility 1-month
2008-10-27,DJX,0.499086775,11,vol_063,Volatility 3-month
2008-10-28,DJX,0.10321781,1,r,Return
2008-10-28,DJX,90.65,2,p,Price
2008-10-28,DJX,0.812170853,9,vol_021,Volatility 1-month
2008-10-28,DJX,0.542741109,11,vol_063,Volatility 3-month
2008-10-29,DJX,-0.00819677,1,r,Return
2008-10-29,DJX,89.91,2,p,Price
2008-10-29,DJX,0.789666868,9,vol_021,Volatility 1-month
2008-10-29,DJX,0.542065156,11,vol_063,Volatility 3-month
2008-10-30,DJX,0.02091205,1,r,Return
2008-10-30,DJX,91.81,2,p,Price
2008-10-30,DJX,0.796156498,9,vol_021,Volatility 1-month
2008-10-30,DJX,0.544297162,11,vol_063,Volatility 3-month
2008-10-31,DJX,0.01556283,1,r,Return
2008-10-31,DJX,93.25,2,p,Price
2008-10-31,DJX,0.794762447,9,vol_021,Volatility 1-month
2008-10-31,DJX,0.545606122,11,vol_063,Volatility 3-month
2008-11-03,DJX,-0.00053634,1,r,Return
2008-11-03,DJX,93.2,2,p,Price
2008-11-03,DJX,0.794149897,9,vol_021,Volatility 1-month
2008-11-03,DJX,0.541743989,11,vol_063,Volatility 3-month
2008-11-04,DJX,0.03220125,1,r,Return
2008-11-04,DJX,96.25,2,p,Price
2008-11-04,DJX,0.795397771,9,vol_021,Volatility 1-month
2008-11-04,DJX,0.546275624,11,vol_063,Volatility 3-month
2008-11-05,DJX,-0.05181291,1,r,Return
2008-11-05,DJX,91.39,2,p,Price
2008-11-05,DJX,0.794864875,9,vol_021,Volatility 1-month
2008-11-05,DJX,0.554002193,11,vol_063,Volatility 3-month
2008-11-06,DJX,-0.04968782,1,r,Return
2008-11-06,DJX,86.96,2,p,Price
2008-11-06,DJX,0.809986509,9,vol_021,Volatility 1-month
2008-11-06,DJX,0.558220435,11,vol_063,Volatility 3-month
2008-11-07,DJX,0.02811977,1,r,Return
2008-11-07,DJX,89.44,2,p,Price
2008-11-07,DJX,0.77087475,9,vol_021,Volatility 1-month
2008-11-07,DJX,0.561825833,11,vol_063,Volatility 3-month
2008-11-10,DJX,-0.00819539,1,r,Return
2008-11-10,DJX,88.71,2,p,Price
2008-11-10,DJX,0.769335378,9,vol_021,Volatility 1-month
2008-11-10,DJX,0.561670018,11,vol_063,Volatility 3-month
2008-11-11,DJX,-0.0201544,1,r,Return
2008-11-11,DJX,86.94,2,p,Price
2008-11-11,DJX,0.674953425,9,vol_021,Volatility 1-month
2008-11-11,DJX,0.562476783,11,vol_063,Volatility 3-month
2008-11-12,DJX,-0.04842791,1,r,Return
2008-11-12,DJX,82.83,2,p,Price
2008-11-12,DJX,0.692520389,9,vol_021,Volatility 1-month
2008-11-12,DJX,0.568750215,11,vol_063,Volatility 3-month
2008-11-13,DJX,0.06451588,1,r,Return
2008-11-13,DJX,88.35,2,p,Price
2008-11-13,DJX,0.674540752,9,vol_021,Volatility 1-month
2008-11-13,DJX,0.585447426,11,vol_063,Volatility 3-month
2008-11-14,DJX,-0.03900795,1,r,Return
2008-11-14,DJX,84.97,2,p,Price
2008-11-14,DJX,0.668261229,9,vol_021,Volatility 1-month
2008-11-14,DJX,0.589123845,11,vol_063,Volatility 3-month
2008-11-17,DJX,-0.02659509,1,r,Return
2008-11-17,DJX,82.74,2,p,Price
2008-11-17,DJX,0.672323579,9,vol_021,Volatility 1-month
2008-11-17,DJX,0.590600855,11,vol_063,Volatility 3-month
2008-11-18,DJX,0.01808541,1,r,Return
2008-11-18,DJX,84.25,2,p,Price
2008-11-18,DJX,0.653648213,9,vol_021,Volatility 1-month
2008-11-18,DJX,0.592011946,11,vol_063,Volatility 3-month
2008-11-19,DJX,-0.05213701,1,r,Return
2008-11-19,DJX,79.97,2,p,Price
2008-11-19,DJX,0.670800552,9,vol_021,Volatility 1-month
2008-11-19,DJX,0.59937396,11,vol_063,Volatility 3-month
2008-11-20,DJX,-0.05725404,1,r,Return
2008-11-20,DJX,75.52,2,p,Price
2008-11-20,DJX,0.66938486,9,vol_021,Volatility 1-month
2008-11-20,DJX,0.60628892,11,vol_063,Volatility 3-month
2008-11-21,DJX,0.06336265,1,r,Return
2008-11-21,DJX,80.46,2,p,Price
2008-11-21,DJX,0.706237054,9,vol_021,Volatility 1-month
2008-11-21,DJX,0.621568355,11,vol_063,Volatility 3-month
2008-11-24,DJX,0.04816262,1,r,Return
2008-11-24,DJX,84.43,2,p,Price
2008-11-24,DJX,0.717419167,9,vol_021,Volatility 1-month
2008-11-24,DJX,0.630609989,11,vol_063,Volatility 3-month
2008-11-25,DJX,0.00425482,1,r,Return
2008-11-25,DJX,84.79,2,p,Price
2008-11-25,DJX,0.711744099,9,vol_021,Volatility 1-month
2008-11-25,DJX,0.630357771,11,vol_063,Volatility 3-month
2008-11-26,DJX,0.02882915,1,r,Return
2008-11-26,DJX,87.27,2,p,Price
2008-11-26,DJX,0.61866031,9,vol_021,Volatility 1-month
2008-11-26,DJX,0.632283282,11,vol_063,Volatility 3-month
2008-11-28,DJX,0.01162009,1,r,Return
2008-11-28,DJX,88.29,2,p,Price
2008-11-28,DJX,0.619889798,9,vol_021,Volatility 1-month
2008-11-28,DJX,0.632777685,11,vol_063,Volatility 3-month
2008-12-01,DJX,-0.08014654,1,r,Return
2008-12-01,DJX,81.49,2,p,Price
2008-12-01,DJX,0.6718305,9,vol_021,Volatility 1-month
2008-12-01,DJX,0.650700589,11,vol_063,Volatility 3-month
2008-12-02,DJX,0.03259584,1,r,Return
2008-12-02,DJX,84.19,2,p,Price
2008-12-02,DJX,0.681142425,9,vol_021,Volatility 1-month
2008-12-02,DJX,0.655020666,11,vol_063,Volatility 3-month
2008-12-03,DJX,0.02034048,1,r,Return
2008-12-03,DJX,85.92,2,p,Price
2008-12-03,DJX,0.686631974,9,vol_021,Volatility 1-month
2008-12-03,DJX,0.654887857,11,vol_063,Volatility 3-month
2008-12-04,DJX,-0.02546106,1,r,Return
2008-12-04,DJX,83.76,2,p,Price
2008-12-04,DJX,0.677453883,9,vol_021,Volatility 1-month
2008-12-04,DJX,0.656092973,11,vol_063,Volatility 3-month
2008-12-05,DJX,0.03045324,1,r,Return
2008-12-05,DJX,86.35,2,p,Price
2008-12-05,DJX,0.668179643,9,vol_021,Volatility 1-month
2008-12-05,DJX,0.657088919,11,vol_063,Volatility 3-month
2008-12-08,DJX,0.03404051,1,r,Return
2008-12-08,DJX,89.34,2,p,Price
2008-12-08,DJX,0.656848413,9,vol_021,Volatility 1-month
2008-12-08,DJX,0.660276458,11,vol_063,Volatility 3-month
2008-12-09,DJX,-0.02757622,1,r,Return
2008-12-09,DJX,86.91,2,p,Price
2008-12-09,DJX,0.656514879,9,vol_021,Volatility 1-month
2008-12-09,DJX,0.661841195,11,vol_063,Volatility 3-month
2008-12-10,DJX,0.00802205,1,r,Return
2008-12-10,DJX,87.61,2,p,Price
2008-12-10,DJX,0.656792961,9,vol_021,Volatility 1-month
2008-12-10,DJX,0.661222715,11,vol_063,Volatility 3-month
2008-12-11,DJX,-0.02262592,1,r,Return
2008-12-11,DJX,85.65,2,p,Price
2008-12-11,DJX,0.657775456,9,vol_021,Volatility 1-month
2008-12-11,DJX,0.662208727,11,vol_063,Volatility 3-month
2008-12-12,DJX,0.00756037,1,r,Return
2008-12-12,DJX,86.3,2,p,Price
2008-12-12,DJX,0.634792879,9,vol_021,Volatility 1-month
2008-12-12,DJX,0.657459435,11,vol_063,Volatility 3-month
2008-12-15,DJX,-0.00756037,1,r,Return
2008-12-15,DJX,85.65,2,p,Price
2008-12-15,DJX,0.593017536,9,vol_021,Volatility 1-month
2008-12-15,DJX,0.656635652,11,vol_063,Volatility 3-month
2008-12-16,DJX,0.04106015,1,r,Return
2008-12-16,DJX,89.24,2,p,Price
2008-12-16,DJX,0.594033435,9,vol_021,Volatility 1-month
2008-12-16,DJX,0.658271967,11,vol_063,Volatility 3-month
2008-12-17,DJX,-0.011269,1,r,Return
2008-12-17,DJX,88.24,2,p,Price
2008-12-17,DJX,0.586959245,9,vol_021,Volatility 1-month
2008-12-17,DJX,0.653254113,11,vol_063,Volatility 3-month
2008-12-18,DJX,-0.02513185,1,r,Return
2008-12-18,DJX,86.05,2,p,Price
2008-12-18,DJX,0.592093893,9,vol_021,Volatility 1-month
2008-12-18,DJX,0.650417514,11,vol_063,Volatility 3-month
2008-12-19,DJX,-0.00302607,1,r,Return
2008-12-19,DJX,85.79,2,p,Price
2008-12-19,DJX,0.560131599,9,vol_021,Volatility 1-month
2008-12-19,DJX,0.647788266,11,vol_063,Volatility 3-month
2008-12-22,DJX,-0.00690102,1,r,Return
2008-12-22,DJX,85.2,2,p,Price
2008-12-22,DJX,0.516989638,9,vol_021,Volatility 1-month
2008-12-22,DJX,0.647442956,11,vol_063,Volatility 3-month
2008-12-23,DJX,-0.01192528,1,r,Return
2008-12-23,DJX,84.19,2,p,Price
2008-12-23,DJX,0.475371876,9,vol_021,Volatility 1-month
2008-12-23,DJX,0.64763942,11,vol_063,Volatility 3-month
2008-12-24,DJX,0.0058033,1,r,Return
2008-12-24,DJX,84.68,2,p,Price
2008-12-24,DJX,0.445423626,9,vol_021,Volatility 1-month
2008-12-24,DJX,0.64640954,11,vol_063,Volatility 3-month
2008-12-26,DJX,0.00565239,1,r,Return
2008-12-26,DJX,85.16,2,p,Price
2008-12-26,DJX,0.44561254,9,vol_021,Volatility 1-month
2008-12-26,DJX,0.645995152,11,vol_063,Volatility 3-month
2008-12-29,DJX,-0.00376471,1,r,Return
2008-12-29,DJX,84.84,2,p,Price
2008-12-29,DJX,0.433370391,9,vol_021,Volatility 1-month
2008-12-29,DJX,0.630993181,11,vol_063,Volatility 3-month
2008-12-30,DJX,0.02145605,1,r,Return
2008-12-30,DJX,86.68,2,p,Price
2008-12-30,DJX,0.438388404,9,vol_021,Volatility 1-month
2008-12-30,DJX,0.62515707,11,vol_063,Volatility 3-month
2008-12-31,DJX,0.01238264,1,r,Return
2008-12-31,DJX,87.76,2,p,Price
2008-12-31,DJX,0.331793782,9,vol_021,Volatility 1-month
2008-12-31,DJX,0.625963288,11,vol_063,Volatility 3-month
2009-01-02,DJX,0.0290852,1,r,Return
2009-01-02,DJX,90.35,2,p,Price
2009-01-02,DJX,0.328121304,9,vol_021,Volatility 1-month
2009-01-02,DJX,0.626389461,11,vol_063,Volatility 3-month
2009-01-05,DJX,-0.00911725,1,r,Return
2009-01-05,DJX,89.53,2,p,Price
2009-01-05,DJX,0.324766721,9,vol_021,Volatility 1-month
2009-01-05,DJX,0.626001777,11,vol_063,Volatility 3-month
2009-01-06,DJX,0.00690119,1,r,Return
2009-01-06,DJX,90.15,2,p,Price
2009-01-06,DJX,0.309319665,9,vol_021,Volatility 1-month
2009-01-06,DJX,0.622385889,11,vol_063,Volatility 3-month
2009-01-07,DJX,-0.02755305,1,r,Return
2009-01-07,DJX,87.7,2,p,Price
2009-01-07,DJX,0.310898108,9,vol_021,Volatility 1-month
2009-01-07,DJX,0.6160646,11,vol_063,Volatility 3-month
2009-01-08,DJX,-0.00319781,1,r,Return
2009-01-08,DJX,87.42,2,p,Price
2009-01-08,DJX,0.286439094,9,vol_021,Volatility 1-month
2009-01-08,DJX,0.614867231,11,vol_063,Volatility 3-month
2009-01-09,DJX,-0.01649308,1,r,Return
2009-01-09,DJX,85.99,2,p,Price
2009-01-09,DJX,0.27587755,9,vol_021,Volatility 1-month
2009-01-09,DJX,0.596487192,11,vol_063,Volatility 3-month
2009-01-12,DJX,-0.01464327,1,r,Return
2009-01-12,DJX,84.74,2,p,Price
2009-01-12,DJX,0.278211527,9,vol_021,Volatility 1-month
2009-01-12,DJX,0.596447722,11,vol_063,Volatility 3-month
2009-01-13,DJX,-0.00295456,1,r,Return
2009-01-13,DJX,84.49,2,p,Price
2009-01-13,DJX,0.267610468,9,vol_021,Volatility 1-month
2009-01-13,DJX,0.556895018,11,vol_063,Volatility 3-month
2009-01-14,DJX,-0.02991394,1,r,Return
2009-01-14,DJX,82,2,p,Price
2009-01-14,DJX,0.284102787,9,vol_021,Volatility 1-month
2009-01-14,DJX,0.559614494,11,vol_063,Volatility 3-month
2009-01-15,DJX,0.00146235,1,r,Return
2009-01-15,DJX,82.12,2,p,Price
2009-01-15,DJX,0.283770456,9,vol_021,Volatility 1-month
2009-01-15,DJX,0.535508229,11,vol_063,Volatility 3-month
2009-01-16,DJX,0.00836724,1,r,Return
2009-01-16,DJX,82.81,2,p,Price
2009-01-16,DJX,0.240567159,9,vol_021,Volatility 1-month
2009-01-16,DJX,0.527512693,11,vol_063,Volatility 3-month
2009-01-20,DJX,-0.0409176,1,r,Return
2009-01-20,DJX,79.49,2,p,Price
2009-01-20,DJX,0.272360129,9,vol_021,Volatility 1-month
2009-01-20,DJX,0.532846567,11,vol_063,Volatility 3-month
2009-01-21,DJX,0.03449684,1,r,Return
2009-01-21,DJX,82.28,2,p,Price
2009-01-21,DJX,0.294202611,9,vol_021,Volatility 1-month
2009-01-21,DJX,0.529290564,11,vol_063,Volatility 3-month
2009-01-22,DJX,-0.01284343,1,r,Return
2009-01-22,DJX,81.23,2,p,Price
2009-01-22,DJX,0.296534313,9,vol_021,Volatility 1-month
2009-01-22,DJX,0.527643754,11,vol_063,Volatility 3-month
2009-01-23,DJX,-0.00555523,1,r,Return
2009-01-23,DJX,80.78,2,p,Price
2009-01-23,DJX,0.296324986,9,vol_021,Volatility 1-month
2009-01-23,DJX,0.514856048,11,vol_063,Volatility 3-month
2009-01-26,DJX,0.00469311,1,r,Return
2009-01-26,DJX,81.16,2,p,Price
2009-01-26,DJX,0.29528087,9,vol_021,Volatility 1-month
2009-01-26,DJX,0.513246766,11,vol_063,Volatility 3-month
2009-01-27,DJX,0.0072433,1,r,Return
2009-01-27,DJX,81.75,2,p,Price
2009-01-27,DJX,0.295786414,9,vol_021,Volatility 1-month
2009-01-27,DJX,0.5083955,11,vol_063,Volatility 3-month
2009-01-28,DJX,0.02417036,1,r,Return
2009-01-28,DJX,83.75,2,p,Price
2009-01-28,DJX,0.308260914,9,vol_021,Volatility 1-month
2009-01-28,DJX,0.50832821,11,vol_063,Volatility 3-month
2009-01-29,DJX,-0.02735586,1,r,Return
2009-01-29,DJX,81.49,2,p,Price
2009-01-29,DJX,0.32166561,9,vol_021,Volatility 1-month
2009-01-29,DJX,0.466306131,11,vol_063,Volatility 3-month
2009-01-30,DJX,-0.01832869,1,r,Return
2009-01-30,DJX,80.01,2,p,Price
2009-01-30,DJX,0.31468715,9,vol_021,Volatility 1-month
2009-01-30,DJX,0.467319883,11,vol_063,Volatility 3-month
2009-02-02,DJX,-0.00803116,1,r,Return
2009-02-02,DJX,79.37,2,p,Price
2009-02-02,DJX,0.309349689,9,vol_021,Volatility 1-month
2009-02-02,DJX,0.465169697,11,vol_063,Volatility 3-month
2009-02-03,DJX,0.01760895,1,r,Return
2009-02-03,DJX,80.78,2,p,Price
2009-02-03,DJX,0.295774178,9,vol_021,Volatility 1-month
2009-02-03,DJX,0.465507133,11,vol_063,Volatility 3-month
2009-02-04,DJX,-0.01509227,1,r,Return
2009-02-04,DJX,79.57,2,p,Price
2009-02-04,DJX,0.297457218,9,vol_021,Volatility 1-month
2009-02-04,DJX,0.466195487,11,vol_063,Volatility 3-month
2009-02-05,DJX,0.01323365,1,r,Return
2009-02-05,DJX,80.63,2,p,Price
2009-02-05,DJX,0.301594877,9,vol_021,Volatility 1-month
2009-02-05,DJX,0.461979754,11,vol_063,Volatility 3-month
2009-02-06,DJX,0.02667804,1,r,Return
2009-02-06,DJX,82.81,2,p,Price
2009-02-06,DJX,0.309612429,9,vol_021,Volatility 1-month
2009-02-06,DJX,0.454755454,11,vol_063,Volatility 3-month
2009-02-09,DJX,-0.00120831,1,r,Return
2009-02-09,DJX,82.71,2,p,Price
2009-02-09,DJX,0.309651421,9,vol_021,Volatility 1-month
2009-02-09,DJX,0.444115673,11,vol_063,Volatility 3-month
2009-02-10,DJX,-0.04728604,1,r,Return
2009-02-10,DJX,78.89,2,p,Price
2009-02-10,DJX,0.343532114,9,vol_021,Volatility 1-month
2009-02-10,DJX,0.449731684,11,vol_063,Volatility 3-month
2009-02-11,DJX,0.00644389,1,r,Return
2009-02-11,DJX,79.4,2,p,Price
2009-02-11,DJX,0.343146636,9,vol_021,Volatility 1-month
2009-02-11,DJX,0.449864015,11,vol_063,Volatility 3-month
2009-02-12,DJX,-0.000882,1,r,Return
2009-02-12,DJX,79.33,2,p,Price
2009-02-12,DJX,0.343232762,9,vol_021,Volatility 1-month
2009-02-12,DJX,0.44830965,11,vol_063,Volatility 3-month
2009-02-13,DJX,-0.01051774,1,r,Return
2009-02-13,DJX,78.5,2,p,Price
2009-02-13,DJX,0.330406661,9,vol_021,Volatility 1-month
2009-02-13,DJX,0.438467986,11,vol_063,Volatility 3-month
2009-02-17,DJX,-0.0385687,1,r,Return
2009-02-17,DJX,75.53,2,p,Price
2009-02-17,DJX,0.353309742,9,vol_021,Volatility 1-month
2009-02-17,DJX,0.424243859,11,vol_063,Volatility 3-month
2009-02-18,DJX,0.00039711,1,r,Return
2009-02-18,DJX,75.56,2,p,Price
2009-02-18,DJX,0.350869569,9,vol_021,Volatility 1-month
2009-02-18,DJX,0.417726942,11,vol_063,Volatility 3-month
2009-02-19,DJX,-0.01198257,1,r,Return
2009-02-19,DJX,74.66,2,p,Price
2009-02-19,DJX,0.326346428,9,vol_021,Volatility 1-month
2009-02-19,DJX,0.415225346,11,vol_063,Volatility 3-month
2009-02-20,DJX,-0.01348456,1,r,Return
2009-02-20,DJX,73.66,2,p,Price
2009-02-20,DJX,0.298006715,9,vol_021,Volatility 1-month
2009-02-20,DJX,0.413930947,11,vol_063,Volatility 3-month
2009-02-23,DJX,-0.03466959,1,r,Return
2009-02-23,DJX,71.15,2,p,Price
2009-02-23,DJX,0.314149897,9,vol_021,Volatility 1-month
2009-02-23,DJX,0.40676643,11,vol_063,Volatility 3-month
2009-02-24,DJX,0.03263113,1,r,Return
2009-02-24,DJX,73.51,2,p,Price
2009-02-24,DJX,0.34192708,9,vol_021,Volatility 1-month
2009-02-24,DJX,0.396607261,11,vol_063,Volatility 3-month
2009-02-25,DJX,-0.01094253,1,r,Return
2009-02-25,DJX,72.71,2,p,Price
2009-02-25,DJX,0.340923978,9,vol_021,Volatility 1-month
2009-02-25,DJX,0.375300983,11,vol_063,Volatility 3-month
2009-02-26,DJX,-0.01231594,1,r,Return
2009-02-26,DJX,71.82,2,p,Price
2009-02-26,DJX,0.338628496,9,vol_021,Volatility 1-month
2009-02-26,DJX,0.361956893,11,vol_063,Volatility 3-month
2009-02-27,DJX,-0.01670801,1,r,Return
2009-02-27,DJX,70.63,2,p,Price
2009-02-27,DJX,0.321668125,9,vol_021,Volatility 1-month
2009-02-27,DJX,0.362778113,11,vol_063,Volatility 3-month
2009-03-02,DJX,-0.04340331,1,r,Return
2009-03-02,DJX,67.63,2,p,Price
2009-03-02,DJX,0.33814524,9,vol_021,Volatility 1-month
2009-03-02,DJX,0.365851253,11,vol_063,Volatility 3-month
2009-03-03,DJX,-0.00548597,1,r,Return
2009-03-03,DJX,67.26,2,p,Price
2009-03-03,DJX,0.336545236,9,vol_021,Volatility 1-month
2009-03-03,DJX,0.364470881,11,vol_063,Volatility 3-month
2009-03-04,DJX,0.02205647,1,r,Return
2009-03-04,DJX,68.76,2,p,Price
2009-03-04,DJX,0.352567634,9,vol_021,Volatility 1-month
2009-03-04,DJX,0.334098749,11,vol_063,Volatility 3-month
2009-03-05,DJX,-0.04187694,1,r,Return
2009-03-05,DJX,65.94,2,p,Price
2009-03-05,DJX,0.360730984,9,vol_021,Volatility 1-month
2009-03-05,DJX,0.335322639,11,vol_063,Volatility 3-month
2009-03-06,DJX,0.00499207,1,r,Return
2009-03-06,DJX,66.27,2,p,Price
2009-03-06,DJX,0.363622049,9,vol_021,Volatility 1-month
2009-03-06,DJX,0.332207539,11,vol_063,Volatility 3-month
2009-03-09,DJX,-0.01214528,1,r,Return
2009-03-09,DJX,65.47,2,p,Price
2009-03-09,DJX,0.354846931,9,vol_021,Volatility 1-month
2009-03-09,DJX,0.329789696,11,vol_063,Volatility 3-month
2009-03-10,DJX,0.05627552,1,r,Return
2009-03-10,DJX,69.26,2,p,Price
2009-03-10,DJX,0.404628096,9,vol_021,Volatility 1-month
2009-03-10,DJX,0.344444057,11,vol_063,Volatility 3-month
2009-03-11,DJX,0.00057737,1,r,Return
2009-03-11,DJX,69.3,2,p,Price
2009-03-11,DJX,0.405081064,9,vol_021,Volatility 1-month
2009-03-11,DJX,0.336019013,11,vol_063,Volatility 3-month
2009-03-12,DJX,0.03404584,1,r,Return
2009-03-12,DJX,71.7,2,p,Price
2009-03-12,DJX,0.404744528,9,vol_021,Volatility 1-month
2009-03-12,DJX,0.341033497,11,vol_063,Volatility 3-month
2009-03-13,DJX,0.00750316,1,r,Return
2009-03-13,DJX,72.24,2,p,Price
2009-03-13,DJX,0.405123539,9,vol_021,Volatility 1-month
2009-03-13,DJX,0.340966574,11,vol_063,Volatility 3-month
2009-03-16,DJX,-0.00096946,1,r,Return
2009-03-16,DJX,72.17,2,p,Price
